Number of ports,Number of nets,Number of cells,Number of combinational cells,Number of sequential cells,Number of macros/black boxes,Number of buf/inv,Number of references,Combinational area,Buf/Inv area,Noncombinational area,Macro/Black Box area,Total cell area,Cell Internal Power (mW),Net Switching Power (mW),Total Dynamic Power (mW),Cell Leakage Power (mW),IO_Pad Internal Power,IO_Pad Switching Power,IO_Pad Leakage Power,IO_Pad Total Power,Memory Internal Power,Memory Switching Power,Memory Leakage Power,Memory Total Power,Black_Box Internal Power,Black_Box Switching Power,Black_Box Leakage Power,Black_Box Total Power,Clock_Network Internal Power,Clock_Network Switching Power,Clock_Network Leakage Power,Clock_Network Total Power,Register Internal Power,Register Switching Power,Register Leakage Power,Register Total Power,Sequential Internal Power,Sequential Switching Power,Sequential Leakage Power,Sequential Total Power,Combinational Internal Power,Combinational Switching Power,Combinational Leakage Power,Combinational Total Power,Total Internal Power,Total Switching Power,Total Leakage Power,Total Total Power,Label,Circuit
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.306,99.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3043,0,99.3043,0,99.3043,0,99.3043,'Trojan Infected','C5315-T011'
301,2494,2316,0,2316,0,0,17,0,0,0,0,0,0,99.5319,99.5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5302,0,99.5302,0,99.5302,0,99.5302,'Trojan Infected','C5315-T012'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.4033,99.4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4016,0,99.4016,0,99.4016,0,99.4016,'Trojan Infected','C5315-T013'
301,2494,2316,0,2316,0,0,17,0,0,0,0,0,0,99.572,99.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5703,0,99.5703,0,99.5703,0,99.5703,'Trojan Infected','C5315-T014'
301,2493,2315,0,2315,0,0,18,0,0,0,0,0,0,99.5118,99.5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5101,0,99.5101,0,99.5101,0,99.5101,'Trojan Infected','C5315-T015'
301,2493,2315,0,2315,0,0,18,0,0,0,0,0,0,99.3843,99.3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3826,0,99.3826,0,99.3826,0,99.3826,'Trojan Infected','C5315-T016'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.279,99.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2773,0,99.2773,0,99.2773,0,99.2773,'Trojan Infected','C5315-T017'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.3452,99.3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3436,0,99.3436,0,99.3436,0,99.3436,'Trojan Infected','C5315-T018'
301,2493,2315,0,2315,0,0,17,0,0,0,0,0,0,99.5362,99.5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5345,0,99.5345,0,99.5345,0,99.5345,'Trojan Infected','C5315-T019'
301,2493,2315,0,2315,0,0,17,0,0,0,0,0,0,99.486,99.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4842,0,99.4842,0,99.4842,0,99.4842,'Trojan Infected','C5315-T020'
301,2493,2315,0,2315,0,0,17,0,0,0,0,0,0,99.3047,99.3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.303,0,99.303,0,99.303,0,99.303,'Trojan Infected','C5315-T021'
301,2495,2317,0,2317,0,0,18,0,0,0,0,0,0,99.5768,99.5768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5751,0,99.5751,0,99.5751,0,99.5751,'Trojan Infected','C5315-T022'
301,2491,2313,0,2313,0,0,16,0,0,0,0,0,0,99.3967,99.3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.395,0,99.395,0,99.395,0,99.395,'Trojan Infected','C5315-T023'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.3478,99.3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3461,0,99.3461,0,99.3461,0,99.3461,'Trojan Infected','C5315-T024'
301,2491,2313,0,2313,0,0,18,0,0,0,0,0,0,99.2708,99.2708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2691,0,99.2691,0,99.2691,0,99.2691,'Trojan Infected','C5315-T025'
301,2495,2317,0,2317,0,0,17,0,0,0,0,0,0,99.4124,99.4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4106,0,99.4106,0,99.4106,0,99.4106,'Trojan Infected','C5315-T026'
301,2494,2316,0,2316,0,0,18,0,0,0,0,0,0,99.4395,99.4395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4378,0,99.4378,0,99.4378,0,99.4378,'Trojan Infected','C5315-T027'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.3514,99.3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3496,0,99.3496,0,99.3496,0,99.3496,'Trojan Infected','C5315-T028'
301,2493,2315,0,2315,0,0,17,0,0,0,0,0,0,99.3671,99.3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3653,0,99.3653,0,99.3653,0,99.3653,'Trojan Infected','C5315-T029'
301,2493,2315,0,2315,0,0,17,0,0,0,0,0,0,99.411,99.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4093,0,99.4093,0,99.4093,0,99.4093,'Trojan Infected','C5315-T030'
301,2493,2315,0,2315,0,0,18,0,0,0,0,0,0,99.462,99.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4603,0,99.4603,0,99.4603,0,99.4603,'Trojan Infected','C5315-T031'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.3574,99.3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3557,0,99.3557,0,99.3557,0,99.3557,'Trojan Infected','C5315-T032'
301,2491,2313,0,2313,0,0,16,0,0,0,0,0,0,99.4351,99.4351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4334,0,99.4334,0,99.4334,0,99.4334,'Trojan Infected','C5315-T033'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.3301,99.3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3284,0,99.3284,0,99.3284,0,99.3284,'Trojan Infected','C5315-T034'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.4237,99.4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.422,0,99.422,0,99.422,0,99.422,'Trojan Infected','C5315-T035'
301,2491,2313,0,2313,0,0,19,0,0,0,0,0,0,99.3399,99.3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3382,0,99.3382,0,99.3382,0,99.3382,'Trojan Infected','C5315-T036'
301,2493,2315,0,2315,0,0,18,0,0,0,0,0,0,99.3412,99.3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3394,0,99.3394,0,99.3394,0,99.3394,'Trojan Infected','C5315-T037'
301,2490,2312,0,2312,0,0,16,0,0,0,0,0,0,99.2716,99.2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2699,0,99.2699,0,99.2699,0,99.2699,'Trojan Infected','C5315-T038'
301,2492,2314,0,2314,0,0,16,0,0,0,0,0,0,99.4066,99.4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4049,0,99.4049,0,99.4049,0,99.4049,'Trojan Infected','C5315-T039'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.2858,99.2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2841,0,99.2841,0,99.2841,0,99.2841,'Trojan Infected','C5315-T040'
301,2494,2316,0,2316,0,0,19,0,0,0,0,0,0,99.4696,99.4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4678,0,99.4678,0,99.4678,0,99.4678,'Trojan Infected','C5315-T041'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3519,99.3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3501,0,99.3501,0,99.3501,0,99.3501,'Trojan Infected','C5315-T042'
301,2493,2315,0,2315,0,0,18,0,0,0,0,0,0,99.4701,99.4701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4684,0,99.4684,0,99.4684,0,99.4684,'Trojan Infected','C5315-T043'
301,2494,2316,0,2316,0,0,18,0,0,0,0,0,0,99.5106,99.5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5089,0,99.5089,0,99.5089,0,99.5089,'Trojan Infected','C5315-T044'
301,2492,2314,0,2314,0,0,19,0,0,0,0,0,0,99.3519,99.3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3501,0,99.3501,0,99.3501,0,99.3501,'Trojan Infected','C5315-T045'
301,2493,2315,0,2315,0,0,17,0,0,0,0,0,0,99.366,99.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3643,0,99.3643,0,99.3643,0,99.3643,'Trojan Infected','C5315-T046'
301,2493,2315,0,2315,0,0,19,0,0,0,0,0,0,99.4789,99.4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4772,0,99.4772,0,99.4772,0,99.4772,'Trojan Infected','C5315-T047'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.2719,99.2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2701,0,99.2701,0,99.2701,0,99.2701,'Trojan Infected','C5315-T048'
301,2494,2316,0,2316,0,0,17,0,0,0,0,0,0,99.3918,99.3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3901,0,99.3901,0,99.3901,0,99.3901,'Trojan Infected','C5315-T049'
301,2495,2317,0,2317,0,0,17,0,0,0,0,0,0,99.4341,99.4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4324,0,99.4324,0,99.4324,0,99.4324,'Trojan Infected','C5315-T050'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.4115,99.4115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4099,0,99.4099,0,99.4099,0,99.4099,'Trojan Infected','C5315-T051'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.2048,99.2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.203,0,99.203,0,99.203,0,99.203,'Trojan Infected','C5315-T052'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.4354,99.4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4337,0,99.4337,0,99.4337,0,99.4337,'Trojan Infected','C5315-T053'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.4516,99.4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4498,0,99.4498,0,99.4498,0,99.4498,'Trojan Infected','C5315-T054'
301,2491,2313,0,2313,0,0,18,0,0,0,0,0,0,99.3139,99.3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3122,0,99.3122,0,99.3122,0,99.3122,'Trojan Infected','C5315-T055'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.284,99.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2823,0,99.2823,0,99.2823,0,99.2823,'Trojan Infected','C5315-T056'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.361,99.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3592,0,99.3592,0,99.3592,0,99.3592,'Trojan Infected','C5315-T057'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3762,99.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3744,0,99.3744,0,99.3744,0,99.3744,'Trojan Infected','C5315-T058'
301,2493,2315,0,2315,0,0,17,0,0,0,0,0,0,99.3635,99.3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3618,0,99.3618,0,99.3618,0,99.3618,'Trojan Infected','C5315-T059'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.4997,99.4997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.498,0,99.498,0,99.498,0,99.498,'Trojan Infected','C5315-T060'
301,2490,2312,0,2312,0,0,17,0,0,0,0,0,0,99.3074,99.3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3056,0,99.3056,0,99.3056,0,99.3056,'Trojan Infected','C5315-T061'
301,2493,2315,0,2315,0,0,17,0,0,0,0,0,0,99.5197,99.5197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.518,0,99.518,0,99.518,0,99.518,'Trojan Infected','C5315-T062'
301,2493,2315,0,2315,0,0,18,0,0,0,0,0,0,99.3564,99.3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3547,0,99.3547,0,99.3547,0,99.3547,'Trojan Infected','C5315-T063'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.3232,99.3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3215,0,99.3215,0,99.3215,0,99.3215,'Trojan Infected','C5315-T064'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3266,99.3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3249,0,99.3249,0,99.3249,0,99.3249,'Trojan Infected','C5315-T065'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.3689,99.3689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3672,0,99.3672,0,99.3672,0,99.3672,'Trojan Infected','C5315-T066'
301,2489,2311,0,2311,0,0,17,0,0,0,0,0,0,99.2379,99.2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2362,0,99.2362,0,99.2362,0,99.2362,'Trojan Infected','C5315-T067'
301,2490,2312,0,2312,0,0,18,0,0,0,0,0,0,99.2794,99.2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2777,0,99.2777,0,99.2777,0,99.2777,'Trojan Infected','C5315-T068'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.3549,99.3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3531,0,99.3531,0,99.3531,0,99.3531,'Trojan Infected','C5315-T069'
301,2491,2313,0,2313,0,0,16,0,0,0,0,0,0,99.306,99.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3043,0,99.3043,0,99.3043,0,99.3043,'Trojan Infected','C5315-T070'
301,2492,2314,0,2314,0,0,17,0,0,0,0,0,0,99.326,99.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3243,0,99.3243,0,99.3243,0,99.3243,'Trojan Infected','C5315-T071'
301,2491,2313,0,2313,0,0,16,0,0,0,0,0,0,99.3331,99.3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3314,0,99.3314,0,99.3314,0,99.3314,'Trojan Infected','C5315-T072'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3344,99.3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3326,0,99.3326,0,99.3326,0,99.3326,'Trojan Infected','C5315-T073'
301,2496,2318,0,2318,0,0,17,0,0,0,0,0,0,99.4468,99.4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4451,0,99.4451,0,99.4451,0,99.4451,'Trojan Infected','C5315-T074'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3858,99.3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3841,0,99.3841,0,99.3841,0,99.3841,'Trojan Infected','C5315-T075'
301,2493,2315,0,2315,0,0,19,0,0,0,0,0,0,99.524,99.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5223,0,99.5223,0,99.5223,0,99.5223,'Trojan Infected','C5315-T076'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.319,99.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3172,0,99.3172,0,99.3172,0,99.3172,'Trojan Infected','C5315-T077'
301,2498,2320,0,2320,0,0,18,0,0,0,0,0,0,99.5898,99.5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5881,0,99.5881,0,99.5881,0,99.5881,'Trojan Infected','C5315-T078'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3564,99.3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3546,0,99.3546,0,99.3546,0,99.3546,'Trojan Infected','C5315-T079'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.3128,99.3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3111,0,99.3111,0,99.3111,0,99.3111,'Trojan Infected','C5315-T080'
301,2492,2314,0,2314,0,0,16,0,0,0,0,0,0,99.4979,99.4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4962,0,99.4962,0,99.4962,0,99.4962,'Trojan Infected','C5315-T081'
301,2493,2315,0,2315,0,0,18,0,0,0,0,0,0,99.3841,99.3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3823,0,99.3823,0,99.3823,0,99.3823,'Trojan Infected','C5315-T082'
301,2493,2315,0,2315,0,0,18,0,0,0,0,0,0,99.3549,99.3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3531,0,99.3531,0,99.3531,0,99.3531,'Trojan Infected','C5315-T083'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3055,99.3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3038,0,99.3038,0,99.3038,0,99.3038,'Trojan Infected','C5315-T084'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.296,99.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2942,0,99.2942,0,99.2942,0,99.2942,'Trojan Infected','C5315-T085'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3212,99.3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3195,0,99.3195,0,99.3195,0,99.3195,'Trojan Infected','C5315-T086'
301,2491,2313,0,2313,0,0,18,0,0,0,0,0,0,99.282,99.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2803,0,99.2803,0,99.2803,0,99.2803,'Trojan Infected','C5315-T087'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.4417,99.4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4399,0,99.4399,0,99.4399,0,99.4399,'Trojan Infected','C5315-T088'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.3296,99.3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3279,0,99.3279,0,99.3279,0,99.3279,'Trojan Infected','C5315-T089'
301,2493,2315,0,2315,0,0,19,0,0,0,0,0,0,99.4224,99.4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4207,0,99.4207,0,99.4207,0,99.4207,'Trojan Infected','C5315-T090'
301,2493,2315,0,2315,0,0,18,0,0,0,0,0,0,99.4203,99.4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4186,0,99.4186,0,99.4186,0,99.4186,'Trojan Infected','C5315-T091'
301,2491,2313,0,2313,0,0,18,0,0,0,0,0,0,99.299,99.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2972,0,99.2972,0,99.2972,0,99.2972,'Trojan Infected','C5315-T092'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3749,99.3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3732,0,99.3732,0,99.3732,0,99.3732,'Trojan Infected','C5315-T093'
301,2494,2316,0,2316,0,0,19,0,0,0,0,0,0,99.3587,99.3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.357,0,99.357,0,99.357,0,99.357,'Trojan Infected','C5315-T094'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.3314,99.3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3296,0,99.3296,0,99.3296,0,99.3296,'Trojan Infected','C5315-T095'
301,2491,2313,0,2313,0,0,17,0,0,0,0,0,0,99.2995,99.2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2978,0,99.2978,0,99.2978,0,99.2978,'Trojan Infected','C5315-T096'
301,2492,2314,0,2314,0,0,16,0,0,0,0,0,0,99.3714,99.3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3696,0,99.3696,0,99.3696,0,99.3696,'Trojan Infected','C5315-T097'
301,2490,2312,0,2312,0,0,16,0,0,0,0,0,0,99.3005,99.3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2987,0,99.2987,0,99.2987,0,99.2987,'Trojan Infected','C5315-T098'
301,2492,2314,0,2314,0,0,18,0,0,0,0,0,0,99.2825,99.2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2807,0,99.2807,0,99.2807,0,99.2807,'Trojan Infected','C5315-T099'
301,2502,2324,0,2324,0,0,18,0,0,0,0,0,0,99.8759,99.8759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8742,0,99.8742,0,99.8742,0,99.8742,'Trojan Infected','C5315-T200'
301,2499,2321,0,2321,0,0,19,0,0,0,0,0,0,99.8912,99.8912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8895,0,99.8895,0,99.8895,0,99.8895,'Trojan Infected','C5315-T201'
301,2502,2324,0,2324,0,0,17,0,0,0,0,0,0,99.9073,99.9073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9056,0,99.9056,0,99.9056,0,99.9056,'Trojan Infected','C5315-T202'
301,2500,2322,0,2322,0,0,20,0,0,0,0,0,0,99.9739,99.9739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9722,0,99.9722,0,99.9722,0,99.9722,'Trojan Infected','C5315-T203'
301,2498,2320,0,2320,0,0,17,0,0,0,0,0,0,99.662,99.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6603,0,99.6603,0,99.6603,0,99.6603,'Trojan Infected','C5315-T204'
301,2496,2318,0,2318,0,0,17,0,0,0,0,0,0,99.6793,99.6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6775,0,99.6775,0,99.6775,0,99.6775,'Trojan Infected','C5315-T205'
301,2498,2320,0,2320,0,0,18,0,0,0,0,0,0,99.7569,99.7569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7552,0,99.7552,0,99.7552,0,99.7552,'Trojan Infected','C5315-T206'
301,2502,2324,0,2324,0,0,18,0,0,0,0,0,0,99.766,99.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7643,0,99.7643,0,99.7643,0,99.7643,'Trojan Infected','C5315-T207'
301,2500,2322,0,2322,0,0,16,0,0,0,0,0,0,99.8014,99.8014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7997,0,99.7997,0,99.7997,0,99.7997,'Trojan Infected','C5315-T208'
301,2497,2319,0,2319,0,0,19,0,0,0,0,0,0,99.6525,99.6525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6508,0,99.6508,0,99.6508,0,99.6508,'Trojan Infected','C5315-T209'
